i,perc,n,acc,cor,alpha
17,0.38421052631578945,2298,0.5211267605633803,0.38060907134012806,0.3706193904411531
17,0.43157894736842106,2603,0.4964788732394366,0.24902641574559026,0.24160506863780362
17,0.4789473684210527,2888,0.5140845070422535,0.31860227506669064,0.3066890086499706
17,0.5263157894736842,3175,0.528169014084507,0.3146680365349385,0.30277772238728595
17,0.5736842105263158,3525,0.5140845070422535,0.3182229177491875,0.305394771809514
17,0.6210526315789474,3722,0.5352112676056338,0.3614325851454246,0.35352690787473395
17,0.6684210526315789,3944,0.5246478873239436,0.36561883069353135,0.34915294490183657
17,0.7157894736842105,4346,0.5387323943661971,0.38119204647205196,0.37075573973455134
17,0.7631578947368421,4622,0.5563380281690141,0.36062139439669677,0.3527233060199396
17,0.8105263157894737,4876,0.5633802816901409,0.42501259438295824,0.4137769179537597
17,0.8578947368421053,5167,0.5563380281690141,0.3822074946622577,0.3714289354978465
17,0.9052631578947369,5412,0.5598591549295775,0.3873228865142787,0.37891537657897245
17,0.9526315789473684,5749,0.5669014084507042,0.38840030433411127,0.380724615848147
17,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
18,0.1,609,0.43309859154929575,0.16746278361237488,0.14420261418178526
18,0.1473684210526316,866,0.4647887323943662,0.1264732790091269,0.11913816737548766
18,0.19473684210526315,1214,0.4295774647887324,0.14063990135426702,0.13007159904534604
18,0.24210526315789474,1421,0.5,0.26033652771800225,0.24612311344311633
18,0.2894736842105263,1747,0.5,0.29730051430213955,0.282520363976269
18,0.33684210526315794,1993,0.5316901408450704,0.37211719997555043,0.3592061841688894
18,0.38421052631578945,2340,0.5140845070422535,0.3110996228808691,0.29998141461342387
18,0.43157894736842106,2656,0.5211267605633803,0.2936230163702209,0.27849067723960574
18,0.4789473684210527,2848,0.5246478873239436,0.3261360718858647,0.3137497163317281
18,0.5263157894736842,3195,0.5105633802816901,0.3242710274726419,0.309220755618677
18,0.5736842105263158,3461,0.5140845070422535,0.3368306893649786,0.32245678875299566
18,0.6210526315789474,3734,0.5528169014084507,0.4087020734511878,0.39696309584828304
18,0.6684210526315789,4036,0.5352112676056338,0.3468433654512974,0.33707089874072793
18,0.7157894736842105,4261,0.545774647887324,0.37686299310089705,0.3671874999999999
18,0.7631578947368421,4662,0.5352112676056338,0.3763855609416554,0.3605778267056897
18,0.8105263157894737,4949,0.5387323943661971,0.3466194697515676,0.3388657338493599
18,0.8578947368421053,5139,0.5563380281690141,0.3916652291498422,0.38054165947904084
18,0.9052631578947369,5479,0.5845070422535211,0.44559900740825054,0.4377649421155705
18,0.9526315789473684,5747,0.5774647887323944,0.41792935343012455,0.4075460227596558
18,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
19,0.1,596,0.3908450704225352,0.07262001580116545,0.0634765084759158
19,0.1473684210526316,910,0.4471830985915493,0.2321172967242445,0.22113266055544967
19,0.19473684210526315,1213,0.4894366197183099,0.2571831671226917,0.23620618556701034
19,0.24210526315789474,1432,0.47183098591549294,0.2203018326148184,0.20369183345697062
19,0.2894736842105263,1735,0.5316901408450704,0.3191573299660732,0.3052176208948556
19,0.33684210526315794,1972,0.4964788732394366,0.3067133801963613,0.2928110819202294
19,0.38421052631578945,2325,0.5176056338028169,0.38041549730504104,0.36265119441060256
19,0.43157894736842106,2608,0.5035211267605634,0.28277350785793004,0.27364296300017577
19,0.4789473684210527,2869,0.5352112676056338,0.3652641192859945,0.3452655889145497
19,0.5263157894736842,3187,0.5070422535211268,0.2981738983111925,0.28871301435092434
19,0.5736842105263158,3493,0.5176056338028169,0.33009305711846015,0.3208542521470986
19,0.6210526315789474,3711,0.5528169014084507,0.3948339636928728,0.3809066512313197
19,0.6684210526315789,4037,0.5352112676056338,0.365297264373301,0.34711446196024665
19,0.7157894736842105,4309,0.5422535211267606,0.36278988918037325,0.34864150036066355
19,0.7631578947368421,4631,0.5598591549295775,0.4270746264104783,0.4161704794735194
19,0.8105263157894737,4885,0.5492957746478874,0.37832290866113244,0.3677007299270072
19,0.8578947368421053,5208,0.5774647887323944,0.4348643362488075,0.4272201304068326
19,0.9052631578947369,5482,0.5669014084507042,0.4012058587224267,0.38969759097898526
19,0.9526315789473684,5760,0.5669014084507042,0.42459626604508116,0.41501435029732314
19,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
20,0.1,582,0.4154929577464789,0.12297206884516632,0.09561786433848218
20,0.1473684210526316,877,0.45422535211267606,0.2030470354544832,0.19014945977160747
20,0.19473684210526315,1206,0.4471830985915493,0.1745879466654548,0.16421340896865366
20,0.24210526315789474,1423,0.4894366197183099,0.2498298673641385,0.2302430619011565
20,0.2894736842105263,1764,0.45774647887323944,0.2774652558039178,0.2576947739660148
20,0.33684210526315794,2061,0.5704225352112676,0.4302972830122014,0.41318848611509884
20,0.38421052631578945,2394,0.5070422535211268,0.30674269113190133,0.2967419379587245
20,0.43157894736842106,2627,0.528169014084507,0.30244724844417115,0.29421429994025095
20,0.4789473684210527,2920,0.5492957746478874,0.38294355981168826,0.3663986047863579
20,0.5263157894736842,3162,0.5528169014084507,0.39970164350493387,0.38041926163293494
20,0.5736842105263158,3428,0.5563380281690141,0.3189847436712039,0.31221359080549904
20,0.6210526315789474,3749,0.5105633802816901,0.3102500562628025,0.30166982134985865
20,0.6684210526315789,4073,0.5704225352112676,0.3884003233581864,0.37882098143891185
20,0.7157894736842105,4321,0.5211267605633803,0.3045160099932888,0.29710889756863335
20,0.7631578947368421,4601,0.5492957746478874,0.3545240120170703,0.3425740486982185
20,0.8105263157894737,4879,0.573943661971831,0.4376206715449295,0.4238364303605755
20,0.8578947368421053,5214,0.5704225352112676,0.4149247251383843,0.40439650534190763
20,0.9052631578947369,5432,0.5492957746478874,0.3829126895930572,0.3742977528089888
20,0.9526315789473684,5745,0.5880281690140845,0.4317778837755403,0.4241174479086517
20,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
21,0.1,586,0.43309859154929575,0.10149066775518104,0.08416542076035882
21,0.1473684210526316,850,0.4647887323943662,0.10562216993797961,0.09922526192025871
21,0.19473684210526315,1174,0.4788732394366197,0.16916113155639997,0.13557985490484703
21,0.24210526315789474,1427,0.4647887323943662,0.24520157681396063,0.23836678832116787
21,0.2894736842105263,1801,0.5176056338028169,0.3043726238721528,0.29638205869559664
21,0.33684210526315794,2026,0.5105633802816901,0.2860133260435295,0.274517863417286
21,0.38421052631578945,2350,0.5176056338028169,0.391853351063341,0.3769435762460932
21,0.43157894736842106,2636,0.5105633802816901,0.3250685483401991,0.31238511029411775
21,0.4789473684210527,2884,0.5316901408450704,0.3210985115165813,0.3063063063063063
21,0.5263157894736842,3247,0.5035211267605634,0.3287580324999048,0.3154378622021893
21,0.5736842105263158,3448,0.5492957746478874,0.36159318031359666,0.340643554874545
21,0.6210526315789474,3686,0.5492957746478874,0.3231864418682479,0.31077182014907423
21,0.6684210526315789,4069,0.5387323943661971,0.3598574229258466,0.34968868947089815
21,0.7157894736842105,4353,0.5352112676056338,0.36121803916622847,0.3493617379916628
21,0.7631578947368421,4614,0.5176056338028169,0.30948513290291063,0.2988581351294465
21,0.8105263157894737,4906,0.545774647887324,0.360306740929169,0.3508294321188684
21,0.8578947368421053,5172,0.5809859154929577,0.40879033075014576,0.40084288520351075
21,0.9052631578947369,5489,0.5633802816901409,0.4573969840161467,0.44634523688749106
21,0.9526315789473684,5763,0.5598591549295775,0.385532690496332,0.37626142194921885
21,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
22,0.1,602,0.4295774647887324,0.12058675034031201,0.1088375295632128
22,0.1473684210526316,921,0.4647887323943662,0.2055882380545655,0.18986516479857962
22,0.19473684210526315,1147,0.4823943661971831,0.2830872643841157,0.2688463296649314
22,0.24210526315789474,1489,0.49295774647887325,0.31125421636011485,0.29083632118735925
22,0.2894736842105263,1711,0.5528169014084507,0.3910891554606908,0.37624589120983976
22,0.33684210526315794,2009,0.4894366197183099,0.2795427776820322,0.2720028904904156
22,0.38421052631578945,2401,0.4823943661971831,0.26185943383417737,0.2520984890878568
22,0.43157894736842106,2584,0.5035211267605634,0.331040247756921,0.3141842680262201
22,0.4789473684210527,2909,0.5352112676056338,0.3597313575637863,0.3461854522320007
22,0.5263157894736842,3194,0.5070422535211268,0.29728679367151667,0.2819884143877138
22,0.5736842105263158,3469,0.528169014084507,0.3405768457785041,0.32532469176434853
22,0.6210526315789474,3771,0.5352112676056338,0.32078954559957024,0.3068876375222942
22,0.6684210526315789,4025,0.5598591549295775,0.40970516145874225,0.3973421419433677
22,0.7157894736842105,4308,0.5387323943661971,0.3898075054679082,0.3810657933908901
22,0.7631578947368421,4580,0.5422535211267606,0.3871301191881881,0.37530233194907126
22,0.8105263157894737,4881,0.5633802816901409,0.39071323133121083,0.37734925545466524
22,0.8578947368421053,5203,0.5528169014084507,0.3688954035721146,0.3572274102328029
22,0.9052631578947369,5469,0.5528169014084507,0.40870207345118786,0.39696309584828304
22,0.9526315789473684,5744,0.5669014084507042,0.42367855809494226,0.4132234572633193
22,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
23,0.1,623,0.43309859154929575,0.16951414264078546,0.15584777522717108
23,0.1473684210526316,842,0.426056338028169,0.1613643263963328,0.14366065151160068
23,0.19473684210526315,1194,0.4471830985915493,0.1738221909328854,0.16702886040985454
23,0.24210526315789474,1479,0.49295774647887325,0.24781986507138157,0.2336722599962573
23,0.2894736842105263,1710,0.4894366197183099,0.25531081737754424,0.24123334061612411
23,0.33684210526315794,2110,0.5140845070422535,0.3324904357128495,0.31739327794114747
23,0.38421052631578945,2299,0.528169014084507,0.331906388366721,0.3140187397034596
23,0.43157894736842106,2656,0.5035211267605634,0.34916166385692543,0.33416569932240914
23,0.4789473684210527,2878,0.5633802816901409,0.43162411036593257,0.4171059265710225
23,0.5263157894736842,3203,0.5176056338028169,0.3384927749300394,0.327522871082105
23,0.5736842105263158,3446,0.5528169014084507,0.3684620123725362,0.3556106842963185
23,0.6210526315789474,3724,0.5246478873239436,0.3588614323182037,0.34630559540889516
23,0.6684210526315789,4042,0.5422535211267606,0.34516391893919196,0.3323379588968909
23,0.7157894736842105,4313,0.5387323943661971,0.341377924757282,0.33122926171712974
23,0.7631578947368421,4599,0.5669014084507042,0.41698919127221085,0.4007657181598836
23,0.8105263157894737,4876,0.5563380281690141,0.3916652291498422,0.38054165947904084
23,0.8578947368421053,5168,0.5774647887323944,0.43055603385382973,0.41993785995756294
23,0.9052631578947369,5455,0.5633802816901409,0.39074712962345176,0.3841814221080265
23,0.9526315789473684,5738,0.5528169014084507,0.3913911681247517,0.38255628434674704
23,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
24,0.1,591,0.4507042253521127,0.25331353527803263,0.23300363636363652
24,0.1473684210526316,933,0.4964788732394366,0.29134348828759543,0.27706234859110024
24,0.19473684210526315,1164,0.4647887323943662,0.19306556373088393,0.16565216545769246
24,0.24210526315789474,1447,0.5,0.26751833837307515,0.25548532823523806
24,0.2894736842105263,1755,0.4788732394366197,0.328272449390026,0.3166526933556907
24,0.33684210526315794,2049,0.5105633802816901,0.3038673578777642,0.2946149744839668
24,0.38421052631578945,2377,0.5140845070422535,0.31842150889511806,0.3026402099048868
24,0.43157894736842106,2612,0.4859154929577465,0.2645973040639856,0.25329891748097033
24,0.4789473684210527,2926,0.5105633802816901,0.35667349049039393,0.3421794098343267
24,0.5263157894736842,3174,0.5070422535211268,0.34265116138257773,0.3332342603122094
24,0.5736842105263158,3467,0.5492957746478874,0.37905510754207206,0.3698090330403153
24,0.6210526315789474,3725,0.5140845070422535,0.33699433711422544,0.3216007030114577
24,0.6684210526315789,4061,0.5387323943661971,0.34886883808204777,0.3320885235218928
24,0.7157894736842105,4342,0.5246478873239436,0.36329289124452596,0.350027670171555
24,0.7631578947368421,4585,0.5387323943661971,0.42242885260852114,0.40915710374555836
24,0.8105263157894737,4937,0.5492957746478874,0.40049520405673705,0.3890677523211026
24,0.8578947368421053,5182,0.5422535211267606,0.37477547910827114,0.3654026950799123
24,0.9052631578947369,5489,0.5669014084507042,0.3946965089683648,0.3860955456358629
24,0.9526315789473684,5772,0.5669014084507042,0.4088543617433363,0.39940985094953474
24,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
25,0.1,643,0.43309859154929575,0.11304221586063781,0.10013104251601623
25,0.1473684210526316,931,0.44014084507042256,0.197475429397953,0.1804922915206727
25,0.19473684210526315,1157,0.45774647887323944,0.2168777942403634,0.20560420315236427
25,0.24210526315789474,1484,0.4788732394366197,0.24898790725202075,0.23329958482540236
25,0.2894736842105263,1781,0.5,0.3381263305886834,0.32368681231063623
25,0.33684210526315794,2005,0.45774647887323944,0.24404805578419284,0.2348773841961853
25,0.38421052631578945,2323,0.5070422535211268,0.34523150284298554,0.3321730547787466
25,0.43157894736842106,2606,0.5035211267605634,0.25449706340880673,0.2489318963426389
25,0.4789473684210527,2877,0.5316901408450704,0.3274835717936372,0.31070543432267417
25,0.5263157894736842,3115,0.5211267605633803,0.2593122561270987,0.2411620695283173
25,0.5736842105263158,3513,0.5176056338028169,0.3102331977283114,0.294891767792719
25,0.6210526315789474,3755,0.5492957746478874,0.42242885260852114,0.40915710374555836
25,0.6684210526315789,4019,0.5422535211267606,0.3832673846979973,0.37259392691713844
25,0.7157894736842105,4275,0.5563380281690141,0.3467312503094312,0.3366352078621012
25,0.7631578947368421,4630,0.5704225352112676,0.42621847425441567,0.41440274044660563
25,0.8105263157894737,4909,0.5563380281690141,0.3656958773315197,0.3551808993889706
25,0.8578947368421053,5160,0.545774647887324,0.3397665899511848,0.33229923772380787
25,0.9052631578947369,5468,0.5774647887323944,0.41921003198246953,0.4102350738506345
25,0.9526315789473684,5723,0.5809859154929577,0.43241318155676334,0.42096983920586084
25,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
26,0.1,589,0.40492957746478875,0.12598152377909622,0.11260422569416328
26,0.1473684210526316,850,0.4507042253521127,0.16788977793113768,0.1426342696674161
26,0.19473684210526315,1230,0.5105633802816901,0.34211107992685064,0.31181270472625167
26,0.24210526315789474,1457,0.4753521126760563,0.2540833020705244,0.24126752014126474
26,0.2894736842105263,1703,0.45422535211267606,0.17675754077367717,0.16694821459777476
26,0.33684210526315794,2124,0.5140845070422535,0.36304731520063155,0.3429351874844798
26,0.38421052631578945,2298,0.5176056338028169,0.37229306822178304,0.3515828830864678
26,0.43157894736842106,2597,0.49295774647887325,0.25650402873131056,0.2445630265306541
26,0.4789473684210527,2923,0.5140845070422535,0.2781621966605444,0.26699991381539256
26,0.5263157894736842,3211,0.5352112676056338,0.3404319787659157,0.33326168318834715
26,0.5736842105263158,3450,0.5422535211267606,0.36787613541213005,0.35329235943192705
26,0.6210526315789474,3705,0.5563380281690141,0.3154470575149225,0.30867709815078237
26,0.6684210526315789,4019,0.5387323943661971,0.33551198444262703,0.3229273285568066
26,0.7157894736842105,4305,0.5528169014084507,0.36067232437674834,0.3507076685537829
26,0.7631578947368421,4646,0.5563380281690141,0.3729384100077418,0.36254264447431006
26,0.8105263157894737,4892,0.5352112676056338,0.34844717223967375,0.34020716888269964
26,0.8578947368421053,5202,0.5352112676056338,0.35100672264490795,0.34184770543274867
26,0.9052631578947369,5480,0.5633802816901409,0.3855442393132481,0.3730456696153055
26,0.9526315789473684,5717,0.5528169014084507,0.3664618369469479,0.35828846911403334
26,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
27,0.1,574,0.4154929577464789,0.04951206780132472,0.04167243911224405
27,0.1473684210526316,893,0.4964788732394366,0.25805610735488616,0.23025508116218796
27,0.19473684210526315,1203,0.44366197183098594,0.27308119963295746,0.2601002192295646
27,0.24210526315789474,1491,0.44014084507042256,0.18433423351069317,0.16947357562837395
27,0.2894736842105263,1756,0.5105633802816901,0.35760538688951293,0.34437007327725755
27,0.33684210526315794,2073,0.5176056338028169,0.3017637477307066,0.2888998325618044
27,0.38421052631578945,2282,0.5070422535211268,0.3223776051306487,0.3027333350237075
27,0.43157894736842106,2603,0.5598591549295775,0.38426543522327905,0.3725916475734222
27,0.4789473684210527,2911,0.545774647887324,0.3562123564644447,0.3391939647610216
27,0.5263157894736842,3171,0.5422535211267606,0.31950892325494323,0.3011310295498234
27,0.5736842105263158,3450,0.5176056338028169,0.3733861182530845,0.3614490772385509
27,0.6210526315789474,3789,0.5352112676056338,0.32764363489402976,0.3145408693843593
27,0.6684210526315789,4041,0.5035211267605634,0.3029444989042484,0.29191967913943817
27,0.7157894736842105,4336,0.5704225352112676,0.3704706484590407,0.3584653363505451
27,0.7631578947368421,4591,0.5492957746478874,0.31610335073727025,0.3048845947396671
27,0.8105263157894737,4839,0.5387323943661971,0.3646197500396851,0.3565014591803646
27,0.8578947368421053,5163,0.5563380281690141,0.4052346152947867,0.39507709502883126
27,0.9052631578947369,5455,0.5528169014084507,0.41519486457764526,0.40277607252941827
27,0.9526315789473684,5769,0.5563380281690141,0.4056613670256997,0.39601298569544485
27,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
28,0.1,611,0.44014084507042256,0.15625026403441253,0.1236039090546468
28,0.1473684210526316,922,0.46830985915492956,0.23257760613688425,0.213942463096649
28,0.19473684210526315,1154,0.4507042253521127,0.1495865236204167,0.14225617716744843
28,0.24210526315789474,1455,0.4788732394366197,0.23063936957179978,0.21311637145732332
28,0.2894736842105263,1825,0.5211267605633803,0.3205341101926555,0.30860990350970197
28,0.33684210526315794,2066,0.46830985915492956,0.14857406240289703,0.1429546001765698
28,0.38421052631578945,2324,0.4964788732394366,0.2786875088966631,0.26210715769071025
28,0.43157894736842106,2611,0.5316901408450704,0.3483663246897022,0.33780181278086685
28,0.4789473684210527,2877,0.5316901408450704,0.38069659536336303,0.3638342165026496
28,0.5263157894736842,3255,0.5211267605633803,0.31142395567566866,0.2982988246308135
28,0.5736842105263158,3534,0.5352112676056338,0.35408293001090885,0.3401685393258427
28,0.6210526315789474,3803,0.573943661971831,0.39091864674635457,0.3798947756702712
28,0.6684210526315789,4046,0.5633802816901409,0.3988326052642251,0.3867524239224345
28,0.7157894736842105,4336,0.545774647887324,0.39379324361818496,0.38068240923749097
28,0.7631578947368421,4599,0.5492957746478874,0.3907577699339114,0.37793857451787394
28,0.8105263157894737,4925,0.545774647887324,0.34957953111549694,0.33958845606315524
28,0.8578947368421053,5135,0.5669014084507042,0.37274448688121853,0.36559834903901145
28,0.9052631578947369,5467,0.5633802816901409,0.3941748878198083,0.38511008549595227
28,0.9526315789473684,5760,0.5704225352112676,0.4118763096045576,0.4030864080791271
28,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
29,0.1,602,0.4471830985915493,0.11358712327490744,0.08699358610051167
29,0.1473684210526316,939,0.4295774647887324,0.12035265507900901,0.10719617185742614
29,0.19473684210526315,1129,0.4788732394366197,0.2699771175090937,0.2555099374227392
29,0.24210526315789474,1477,0.4823943661971831,0.2613546054064615,0.25364807943034806
29,0.2894736842105263,1708,0.4753521126760563,0.22515326877453531,0.20892499238663165
29,0.33684210526315794,1987,0.5387323943661971,0.37832727752811135,0.3619640582991369
29,0.38421052631578945,2327,0.528169014084507,0.35942270316992786,0.34210167085289933
29,0.43157894736842106,2641,0.5633802816901409,0.41393038936504806,0.3968085106382978
29,0.4789473684210527,2827,0.5105633802816901,0.3459862762674594,0.3346580484547512
29,0.5263157894736842,3208,0.4964788732394366,0.24649635613750276,0.23660819324984972
29,0.5736842105263158,3448,0.5633802816901409,0.4047813575767563,0.3915207778438623
29,0.6210526315789474,3746,0.528169014084507,0.24229554545945922,0.23195708712613783
29,0.6684210526315789,4089,0.5246478873239436,0.3728303715479646,0.3623587117433652
29,0.7157894736842105,4326,0.5422535211267606,0.37948335628391605,0.3661809889429004
29,0.7631578947368421,4570,0.5669014084507042,0.3615773459359311,0.3491357698904868
29,0.8105263157894737,4850,0.5422535211267606,0.35530094161816667,0.3464205880667164
29,0.8578947368421053,5181,0.5633802816901409,0.3951374013654531,0.3869653767820773
29,0.9052631578947369,5458,0.5633802816901409,0.438060769048506,0.4273188625815606
29,0.9526315789473684,5758,0.5704225352112676,0.43342665121541346,0.42368954349459276
29,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
30,0.1,587,0.44366197183098594,0.17125742168096836,0.1556668637914942
30,0.1473684210526316,888,0.4154929577464789,0.15644497790235457,0.14490640478589967
30,0.19473684210526315,1159,0.4647887323943662,0.14102160475652192,0.13227282938335394
30,0.24210526315789474,1434,0.4964788732394366,0.26316412154596397,0.25306433601037825
30,0.2894736842105263,1754,0.4894366197183099,0.3214818183874163,0.3059318423134928
30,0.33684210526315794,2102,0.5176056338028169,0.3374480686365666,0.32704545454545464
30,0.38421052631578945,2274,0.4964788732394366,0.2830212377635045,0.27110207648612183
30,0.43157894736842106,2630,0.545774647887324,0.36532420478338085,0.3424728746234438
30,0.4789473684210527,2941,0.5704225352112676,0.3925535142197524,0.3769230769230769
30,0.5263157894736842,3157,0.5387323943661971,0.3546190798520436,0.3403315793648696
30,0.5736842105263158,3441,0.5528169014084507,0.3858522930153487,0.3741239892183289
30,0.6210526315789474,3806,0.5352112676056338,0.3509131515769187,0.33787465940054495
30,0.6684210526315789,3999,0.5704225352112676,0.409839161180683,0.3979956494717215
30,0.7157894736842105,4277,0.545774647887324,0.37787460684432633,0.36569297700435055
30,0.7631578947368421,4593,0.5704225352112676,0.39931302746842484,0.39061551689257534
30,0.8105263157894737,4800,0.5316901408450704,0.37087195424778135,0.3638257117884439
30,0.8578947368421053,5215,0.5809859154929577,0.4640589563129655,0.4543439523664653
30,0.9052631578947369,5460,0.5598591549295775,0.41089517854791535,0.3989898989898989
30,0.9526315789473684,5793,0.5633802816901409,0.39884850501418284,0.3913119460741481
30,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
31,0.1,640,0.44014084507042256,0.13090912931513454,0.10010792356472242
31,0.1473684210526316,902,0.44014084507042256,0.1769561747436349,0.16542644533485962
31,0.19473684210526315,1234,0.4647887323943662,0.2660701673076657,0.24955647545830872
31,0.24210526315789474,1445,0.45774647887323944,0.23838196412511528,0.22722604398798574
31,0.2894736842105263,1738,0.4859154929577465,0.2526459499929926,0.2374932759548145
31,0.33684210526315794,2008,0.5246478873239436,0.3145615367338398,0.29635908668615174
31,0.38421052631578945,2327,0.5140845070422535,0.35004830207873655,0.3327968187843212
31,0.43157894736842106,2635,0.4823943661971831,0.19594457755749142,0.1843119995270347
31,0.4789473684210527,2921,0.5,0.2960323727955506,0.28206951187308305
31,0.5263157894736842,3129,0.4823943661971831,0.2567422262269324,0.24221698113207546
31,0.5736842105263158,3480,0.5528169014084507,0.38237939332949283,0.37058550185873607
31,0.6210526315789474,3730,0.5211267605633803,0.3084468464786778,0.29844277902079064
31,0.6684210526315789,4046,0.545774647887324,0.3658310583163781,0.35590179707625935
31,0.7157894736842105,4326,0.5387323943661971,0.3244004632678556,0.3144674790314923
31,0.7631578947368421,4613,0.5492957746478874,0.3747625750131437,0.36420398073345395
31,0.8105263157894737,4900,0.5563380281690141,0.3978964879920868,0.3862212943632568
31,0.8578947368421053,5165,0.5528169014084507,0.38198472986519016,0.37357559075499214
31,0.9052631578947369,5461,0.5633802816901409,0.3925645540694132,0.3843026339048965
31,0.9526315789473684,5764,0.573943661971831,0.4287487137500159,0.41890761850270675
31,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
32,0.1,614,0.41901408450704225,0.12018131328846823,0.10804870164852942
32,0.1473684210526316,889,0.4823943661971831,0.22465572984837814,0.20350371256772926
32,0.19473684210526315,1165,0.44366197183098594,0.2631387426171623,0.2442787057255481
32,0.24210526315789474,1466,0.5035211267605634,0.2802415121255338,0.2646863366259977
32,0.2894736842105263,1751,0.5,0.3486200556660209,0.32181963562351734
32,0.33684210526315794,1989,0.47183098591549294,0.2539202237717443,0.2431213680889922
32,0.38421052631578945,2381,0.5246478873239436,0.34847071366941523,0.33317562452687355
32,0.43157894736842106,2568,0.5176056338028169,0.3693966367086754,0.3597746756073099
32,0.4789473684210527,2875,0.5422535211267606,0.3605185479825233,0.34266974962690633
32,0.5263157894736842,3218,0.5070422535211268,0.28364304438102145,0.27157501589319777
32,0.5736842105263158,3475,0.5387323943661971,0.35873722093475535,0.3452484056373514
32,0.6210526315789474,3729,0.5422535211267606,0.38916687085283036,0.3771863117870723
32,0.6684210526315789,4058,0.5316901408450704,0.3352990571907522,0.3251675481641304
32,0.7157894736842105,4331,0.5316901408450704,0.3391861688637585,0.32882418104130395
32,0.7631578947368421,4602,0.5352112676056338,0.37674832870764285,0.3669280311871165
32,0.8105263157894737,4909,0.573943661971831,0.3951205121059178,0.38226136063280447
32,0.8578947368421053,5260,0.5633802816901409,0.38436222866988895,0.3744612068965516
32,0.9052631578947369,5482,0.545774647887324,0.38188237572115025,0.37035382416011453
32,0.9526315789473684,5779,0.5704225352112676,0.4149451462625396,0.4064687999498543
32,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
33,0.1,582,0.38380281690140844,0.0922486265540258,0.0650057620190625
33,0.1473684210526316,873,0.4788732394366197,0.3132638129575113,0.2917146899478934
33,0.19473684210526315,1205,0.46830985915492956,0.23477053426854783,0.22017009571392487
33,0.24210526315789474,1461,0.4964788732394366,0.258706698631765,0.23973670535250313
33,0.2894736842105263,1741,0.5070422535211268,0.2862081790511025,0.27648126710166276
33,0.33684210526315794,2041,0.5352112676056338,0.34841248437603584,0.33349493607836633
33,0.38421052631578945,2331,0.4859154929577465,0.3185119750510263,0.3052172814552805
33,0.43157894736842106,2580,0.5,0.25836978422998086,0.24035264308770954
33,0.4789473684210527,2782,0.5211267605633803,0.35231526361505255,0.3343818708936783
33,0.5263157894736842,3218,0.5316901408450704,0.3425490376192879,0.32778739842813387
33,0.5736842105263158,3459,0.5422535211267606,0.44543773544940657,0.43164184544886486
33,0.6210526315789474,3812,0.5352112676056338,0.34217608206688405,0.3267099430018999
33,0.6684210526315789,4077,0.545774647887324,0.36215493456991105,0.35148076587550336
33,0.7157894736842105,4321,0.5176056338028169,0.3378126627638665,0.32824985505785087
33,0.7631578947368421,4560,0.5563380281690141,0.38983492828718946,0.38039791996382544
33,0.8105263157894737,4897,0.5669014084507042,0.3996064800624388,0.39369469026548676
33,0.8578947368421053,5146,0.5633802816901409,0.3944072401930921,0.3799114554510238
33,0.9052631578947369,5457,0.5774647887323944,0.4164156671750039,0.4087884806355512
33,0.9526315789473684,5764,0.5774647887323944,0.4524230520594529,0.44050299825418127
33,1.0,6038,0.5774647887323944,0.43426310583325556,0.4249780893952674
34,0.1,592,0.45774647887323944,0.1359312170482518,0.10590387283966196
34,0.1473684210526316,915,0.4225352112676056,0.0972273402578914,0.09007268845625993
34,0.19473684210526315,1148,0.44366197183098594,0.24291256819317633,0.23084497634672208
34,0.24210526315789474,1492,0.4964788732394366,0.28792686965659975,0.27398821455147593
34,0.2894736842105263,1771,0.4859154929577465,0.27676029409930686,0.25916901497976563
34,0.33684210526315794,2073,0.5352112676056338,0.3962595109914152,0.3808200138985406
34,0.38421052631578945,2309,0.4753521126760563,0.2583753021533212,0.2447854231599137
34,0.43157894736842106,2651,0.5316901408450704,0.35628683942639344,0.3410260667441475
34,0.4789473684210527,2853,0.5176056338028169,0.3338171810897175,0.3213622571441511
34,0.5263157894736842,3124,0.5246478873239436,0.33879568232146084,0.3268698060941827
34,0.5736842105263158,3484,0.5316901408450704,0.3451656130294493,0.33807582577427076
34,0.6210526315789474,3721,0.5140845070422535,0.3609104474873343,0.3481897463002114
34,0.6684210526315789,4067,0.528169014084507,0.32435288533084394,0.3141921268903112
